id	sym	A2058_Control_1_RNA	A2058_Control_2_RNA	A2058_Control_3_RNA	A2058_VitC_1_RNA	A2058_VitC_2_RNA	A2058_VitC_3_RNA
ENSG00000174775	HRAS	341	190	121	189	203	143
ENSG00000174776	WDR49	16	7	7	8	8	11
ENSG00000174780	SRP72	12073	7883	4665	7207	8705	5647
ENSG00000174788	PCP2	1	2	0	0	0	2
ENSG00000174791	RIN1	208	133	87	124	171	78
ENSG00000174792	C4orf26	0	0	0	0	2	0
ENSG00000174796	THAP6	1200	818	447	763	974	534
ENSG00000174799	CEP135	1418	964	592	967	1140	735
ENSG00000174804	FZD4	498	291	197	265	408	201
ENSG00000174807	CD248	4	5	7	8	15	14
ENSG00000174808	BTC	349	204	135	209	258	192
ENSG00000174827	PDZK1	2	2	3	2	4	4
ENSG00000174837	ADGRE1	8	3	4	7	7	2
ENSG00000174839	DENND6A	3570	2266	1438	2337	2953	1731
ENSG00000174840	PDE12	4459	2847	1652	2834	3688	2081
ENSG00000174842	GLMN	951	665	403	653	807	510
ENSG00000174844	DNAH12	18	23	10	23	15	22
ENSG00000174851	YIF1A	420	247	163	209	305	165
ENSG00000174871	CNIH2	20	17	5	4	9	7
ENSG00000174876	AMY1B	0	0	0	0	0	0
ENSG00000174885	NLRP6	1	0	0	0	0	1
ENSG00000174886	NDUFA11	85	72	32	33	72	43
ENSG00000174891	RSRC1	3473	2354	1504	2381	2770	1918
ENSG00000174898	CATSPERD	1	1	1	0	1	4
ENSG00000174899	PQLC2L	1	4	0	1	3	5
ENSG00000174903	RAB1B	4163	2363	1525	2185	2925	1737
ENSG00000174912	METTL15P1	32	22	15	15	30	25
ENSG00000174914	OR9G1	0	0	0	0	0	0
ENSG00000174915	PTDSS2	381	217	142	217	275	183
ENSG00000174917	C19orf70	316	209	87	203	257	177
ENSG00000174928	C3orf33	211	145	80	148	185	137
ENSG00000174930	VN2R1P	0	5	2	1	0	1
ENSG00000174937	OR5M3	0	0	1	0	0	1
ENSG00000174938	SEZ6L2	281	158	97	84	88	66
ENSG00000174939	ASPHD1	96	60	46	64	47	42
ENSG00000174943	KCTD13	198	149	85	124	210	111
ENSG00000174944	P2RY14	3	3	4	0	1	3
ENSG00000174945	AMZ1	4	6	3	7	9	4
ENSG00000174946	GPR171	0	0	0	0	2	0
ENSG00000174948	GPR149	3	2	2	3	4	5
ENSG00000174950	CD164L2	0	0	0	0	0	0
ENSG00000174951	FUT1	9	0	1	2	7	1
ENSG00000174953	DHX36	5500	3475	2015	3407	3906	2385
ENSG00000174957	OR5J2	4	1	3	3	1	0
ENSG00000174963	ZIC4	23	12	5	16	24	13
ENSG00000174970	OR10AG1	0	2	0	0	0	0
ENSG00000174977	AC026271.5	1116	675	428	675	850	516
ENSG00000174982	OR4S2	0	0	0	1	0	0
ENSG00000174989	FBXW8	947	617	360	579	725	411
ENSG00000174990	CA5A	1	2	0	1	2	1
ENSG00000174992	ZG16	0	0	0	0	0	0
ENSG00000174996	KLC2	535	281	188	293	337	252
ENSG00000175003	SLC22A1	25	17	11	13	13	7
ENSG00000175018	TEX36	3	6	1	3	0	1
ENSG00000175029	CTBP2	3684	2307	1446	2098	2860	1633
ENSG00000175040	CHST2	308	201	104	218	268	194
ENSG00000175048	ZDHHC14	459	339	195	282	354	188
ENSG00000175054	ATR	6079	3813	2200	3709	4997	2895
ENSG00000175061	LRRC75A-AS1	12550	8443	4901	7235	10671	7658
ENSG00000175063	UBE2C	1966	1088	722	1156	1462	829
ENSG00000175065	DSG4	4	7	1	4	3	6
ENSG00000175066	GK5	2381	1570	847	1672	2077	1382
ENSG00000175073	VCPIP1	8780	6106	3455	6260	7328	4486
ENSG00000175077	RTP1	1	2	0	0	1	0
ENSG00000175084	DES	1	1	1	2	1	1
ENSG00000175087	PDIK1L	1365	1026	544	958	1183	720
ENSG00000175093	SPSB4	0	0	0	0	0	0
ENSG00000175097	RAG2	0	3	0	1	1	0
ENSG00000175104	TRAF6	742	497	277	409	544	295
ENSG00000175105	ZNF654	3074	2022	1142	1775	2297	1263
ENSG00000175106	TVP23C	202	128	61	127	152	90
ENSG00000175110	MRPS22	5325	3422	2093	2896	3661	2640
ENSG00000175115	PACS1	1212	837	457	789	949	558
ENSG00000175121	WFDC5	0	1	0	0	0	0
ENSG00000175130	MARCKSL1	1913	1206	689	1070	1447	884
ENSG00000175137	SH3BP5L	2799	1644	975	1535	1996	1396
ENSG00000175143	OR2T1	0	0	0	0	0	0
ENSG00000175147	TMEM51-AS1	232	136	94	104	153	80
ENSG00000175155	YPEL2	1535	978	653	767	968	619
ENSG00000175161	CADM2	2	4	1	11	8	6
ENSG00000175164	ABO	0	0	0	0	0	0
ENSG00000175166	PSMD2	9023	5457	3246	5204	6138	4026
ENSG00000175170	FAM182B	21	19	7	7	8	2
ENSG00000175175	PPM1E	529	347	230	365	427	267
ENSG00000175182	FAM131A	241	139	103	175	209	133
ENSG00000175183	CSRP2	1621	980	691	1101	1477	844
ENSG00000175189	INHBC	1	1	0	0	0	0
ENSG00000175193	PARL	1487	869	538	872	1232	843
ENSG00000175197	DDIT3	284	179	100	148	209	182
ENSG00000175198	PCCA	1094	724	394	685	869	580
ENSG00000175202	HIGD2B	0	3	1	0	1	3
ENSG00000175203	DCTN2	2117	1214	746	1224	1504	1002
ENSG00000175206	NPPA	0	0	1	0	0	2
ENSG00000175213	ZNF408	170	104	51	92	121	93
ENSG00000175215	CTDSP2	2113	1345	752	1150	1544	1011
ENSG00000175216	CKAP5	20453	13035	7884	12028	14785	9940
ENSG00000175220	ARHGAP1	819	515	255	456	580	337
ENSG00000175221	MED16	242	141	76	129	144	99
ENSG00000175224	ATG13	1785	1075	675	1002	1341	868
ENSG00000175229	GAL3ST3	0	0	0	0	0	0
ENSG00000175262	C1orf127	0	0	0	0	0	0
ENSG00000175264	CHST1	66	37	23	33	27	15
ENSG00000175265	GOLGA8A	1429	895	537	637	945	574
ENSG00000175267	VWA3A	76	29	19	24	41	27
ENSG00000175274	TP53I11	2	2	0	0	1	1
ENSG00000175279	APITD1	22	23	14	13	26	16
ENSG00000175283	DOLK	854	487	313	432	669	337
ENSG00000175287	PHYHD1	1	0	0	0	0	0
ENSG00000175294	CATSPER1	43	19	10	21	43	22
ENSG00000175302	ANKRD30BP1	37	27	11	27	36	20
ENSG00000175305	CCNE2	6277	3890	2497	4030	5180	3490
ENSG00000175309	PHYKPL	291	191	131	206	277	180
ENSG00000175311	ANKS4B	0	2	1	1	0	2
ENSG00000175315	CST6	0	0	0	0	2	0
ENSG00000175318	GRAMD2	0	2	0	2	2	1
ENSG00000175319	NF1P5	0	0	0	1	0	0
ENSG00000175322	ZNF519	455	379	196	285	382	189
ENSG00000175324	LSM1	2391	1435	902	1442	1833	1476
ENSG00000175325	PROP1	0	0	0	0	0	0
ENSG00000175329	ISX	2	0	2	0	0	1
ENSG00000175334	BANF1	445	291	140	223	288	157
ENSG00000175336	APOF	0	1	0	0	5	0
ENSG00000175344	CHRNA7	0	0	0	0	0	1
ENSG00000175348	TMEM9B	1597	1049	586	1140	1419	846
ENSG00000175352	NRIP3	365	244	130	197	249	164
ENSG00000175354	PTPN2	2656	1736	1164	1557	2034	1282
ENSG00000175356	SCUBE2	20	10	12	11	16	13
ENSG00000175376	EIF1AD	2255	1478	983	1394	1734	1291
ENSG00000175387	SMAD2	9640	6465	3722	6096	7870	5217
ENSG00000175390	EIF3F	3827	2367	1347	2013	2663	1548
ENSG00000175395	ZNF25	650	367	270	422	568	301
ENSG00000175398	OR10P1	0	0	0	0	0	1
ENSG00000175414	ARL10	487	343	207	362	496	241
ENSG00000175416	CLTB	1248	724	439	591	879	673
ENSG00000175426	PCSK1	19	14	12	23	33	34
ENSG00000175445	LPL	2082	1336	814	1077	1299	870
ENSG00000175449	RFESD	56	37	27	49	63	47
ENSG00000175455	CCDC14	8293	5544	3290	5675	7400	4648
ENSG00000175463	TBC1D10C	0	0	0	0	1	0
ENSG00000175467	SART1	3179	1972	1270	1995	2440	1533
ENSG00000175470	PPP2R2D	1352	828	548	722	1039	677
ENSG00000175471	MCTP1	2176	1457	930	1676	2099	1332
ENSG00000175482	POLD4	52	43	21	38	32	34
ENSG00000175485	OR52W1	0	0	0	0	0	0
ENSG00000175489	LRRC25	1	0	0	0	0	0
ENSG00000175497	DPP10	9	3	1	4	8	10
ENSG00000175505	CLCF1	43	29	21	22	21	10
ENSG00000175509	RP11-395L14.13	0	0	1	0	0	0
ENSG00000175513	TSGA10IP	1	2	0	0	2	1
ENSG00000175514	GPR152	0	0	0	0	0	0
ENSG00000175518	UBQLNL	0	1	0	0	2	0
ENSG00000175520	UBQLN3	0	1	0	0	0	0
ENSG00000175535	PNLIP	0	2	0	1	0	1
ENSG00000175536	LIPT2	97	52	42	42	84	49
ENSG00000175538	KCNE3	0	3	2	1	1	3
ENSG00000175544	CABP4	1	0	0	3	10	3
ENSG00000175548	ALG10B	1388	902	579	924	1257	624
ENSG00000175550	DRAP1	3462	2173	1434	2317	2834	2006
ENSG00000175556	LONRF3	506	312	166	359	441	296
ENSG00000175564	UCP3	38	19	18	16	12	15
ENSG00000175567	UCP2	7	2	3	2	3	1
ENSG00000175573	C11orf68	36	26	11	30	35	24
ENSG00000175575	PAAF1	533	341	234	346	474	272
ENSG00000175581	MRPL48	1684	1086	628	928	1246	887
ENSG00000175582	RAB6A	5326	3383	2058	3425	4305	2641
ENSG00000175591	P2RY2	0	3	1	0	1	0
ENSG00000175592	FOSL1	474	309	224	301	439	298
ENSG00000175595	ERCC4	2050	1397	793	1229	1521	972
ENSG00000175600	SUGCT	462	323	197	216	332	181
ENSG00000175602	CCDC85B	338	240	159	237	302	172
ENSG00000175604	RP11-276H1.3	0	0	0	0	0	0
ENSG00000175606	TMEM70	1803	1155	710	1043	1219	759
ENSG00000175611	LINC00476	249	146	93	136	173	109
ENSG00000175619	OR4B1	0	0	0	0	0	2
ENSG00000175634	RPS6KB2	836	499	288	491	639	474
ENSG00000175643	RMI2	490	306	171	298	361	255
ENSG00000175646	PRM1	0	0	0	0	0	1
ENSG00000175658	DRD5P2	0	0	0	0	0	0
ENSG00000175662	TOM1L2	762	434	275	433	549	336
ENSG00000175664	TEX26	3	2	0	0	1	5
ENSG00000175676	GOLGA8EP	0	0	0	0	0	0
ENSG00000175691	ZNF77	195	119	77	132	173	107
ENSG00000175697	GPR156	172	111	48	155	201	123
ENSG00000175699	LINC00521	0	0	0	0	0	0
ENSG00000175701	LINC00116	163	103	55	86	112	82
ENSG00000175707	KDF1	0	0	0	2	0	0
ENSG00000175711	B3GNTL1	45	18	13	30	45	23
ENSG00000175718	RBMXL3	0	0	0	0	0	0
ENSG00000175727	MLXIP	937	578	352	580	741	368
ENSG00000175728	C11orf44	0	0	0	0	1	1
ENSG00000175730	BAK1P1	3	4	2	1	1	2
ENSG00000175741	RWDD4P2	250	155	109	179	179	147
ENSG00000175745	NR2F1	160	103	52	94	123	92
ENSG00000175746	C15orf54	230	145	60	109	108	92
ENSG00000175749	EIF3KP1	1	6	1	1	4	0
ENSG00000175756	AURKAIP1	1936	1207	743	1176	1462	1156
ENSG00000175764	TTLL11	159	97	71	93	101	62
ENSG00000175766	EIF4E1B	2	2	2	0	1	0
ENSG00000175768	TOMM5	314	172	109	174	217	162
ENSG00000175772	LINC01106	0	0	0	1	0	3
ENSG00000175773	RP11-121M22.1	3	2	1	0	2	3
ENSG00000175779	C15orf53	0	0	0	0	0	0
ENSG00000175782	SLC35E3	1418	888	597	945	1356	914
ENSG00000175785	PRIMA1	0	0	0	0	0	0
ENSG00000175787	ZNF169	156	60	51	76	83	38
ENSG00000175792	RUVBL1	6099	3729	2341	3539	4226	3361
ENSG00000175793	SFN	0	0	0	2	4	0
ENSG00000175800	OR52B3P	0	0	0	0	0	0
ENSG00000175806	MSRA	177	144	71	124	119	78
ENSG00000175809	ZNF645	0	0	0	1	0	1
ENSG00000175820	CCDC168	67	43	15	42	52	69
ENSG00000175826	CTDNEP1	514	397	226	307	378	296
ENSG00000175832	ETV4	1815	1250	698	1109	1476	964
ENSG00000175841	FAM172BP	2	1	0	4	3	4
ENSG00000175854	SWI5	307	185	119	203	245	181
ENSG00000175857	GAPT	1	1	0	4	5	4
ENSG00000175866	BAIAP2	508	284	176	306	370	185
ENSG00000175868	CALCB	3	4	0	2	2	1
ENSG00000175874	CREG2	13	14	5	9	12	8
ENSG00000175877	WBSCR28	0	1	0	0	0	0
ENSG00000175879	HOXD8	572	415	240	378	405	317
ENSG00000175886	RPL7AP66	21	29	6	11	19	21
ENSG00000175893	ZDHHC21	3229	2169	1255	2171	2871	1544
ENSG00000175894	TSPEAR	0	0	0	0	0	1
ENSG00000175895	PLEKHF2	2640	1640	1011	1595	2243	1165
ENSG00000175899	A2M	752	486	333	506	639	397
ENSG00000175906	ARL4D	72	41	22	47	60	38
ENSG00000175920	DOK7	1	1	0	0	0	0
ENSG00000175928	LRRN1	1	0	0	0	3	2
ENSG00000175931	UBE2O	2010	1215	728	993	1444	919
ENSG00000175938	ORAI3	146	110	47	71	111	81
ENSG00000175946	KLHL38	7	1	0	5	4	6
ENSG00000175967	RP11-544L8__B.4	1	0	2	2	2	0
ENSG00000175970	UNC119B	1291	832	492	853	1051	607
ENSG00000175984	DENND2C	11	3	2	6	9	4
ENSG00000175985	PLEKHD1	3	0	1	2	0	0
ENSG00000176007	FAM220BP	0	0	1	0	1	0
ENSG00000176009	ASCL3	0	0	0	0	0	0
ENSG00000176014	TUBB6	3273	2063	1315	2096	2656	1860
ENSG00000176018	LYSMD3	2104	1380	798	1503	1844	1173
ENSG00000176020	AMIGO3	0	0	0	0	0	0
ENSG00000176022	B3GALT6	1000	604	387	509	751	398
ENSG00000176024	ZNF613	290	188	107	160	218	119
ENSG00000176029	C11orf16	2	0	0	0	3	0
ENSG00000176040	TMPRSS7	1	2	1	3	3	5
ENSG00000176043	RP1-146I3.1	0	0	0	0	1	1
ENSG00000176046	NUPR1	20	21	15	30	41	40
ENSG00000176049	JAKMIP2	6	7	3	5	10	7
ENSG00000176054	RPL23P2	7	7	2	3	7	6
ENSG00000176055	MBLAC2	1243	843	466	875	1141	702
ENSG00000176058	TPRN	226	162	110	149	190	123
ENSG00000176076	KCNE5	9	3	0	3	6	10
ENSG00000176083	ZNF683	0	1	0	0	1	1
ENSG00000176087	SLC35A4	1335	762	482	777	884	519
ENSG00000176092	AIM1L	2	5	0	1	3	2
ENSG00000176095	IP6K1	1691	892	582	1022	1241	720
ENSG00000176101	SSNA1	307	197	125	217	287	256
ENSG00000176102	CSTF3	4842	3102	1833	2863	3442	2261
ENSG00000176105	YES1	11741	7986	4600	7521	9035	6177
ENSG00000176108	CHMP6	118	79	60	101	137	71
ENSG00000176115	AQP7P4	0	0	0	0	0	0
ENSG00000176124	DLEU1	417	322	167	282	376	290
ENSG00000176125	UFSP1	57	41	27	37	43	22
ENSG00000176134	AL445665.1	0	0	0	0	0	0
ENSG00000176136	MC5R	1	2	0	0	0	1
ENSG00000176142	TMEM39A	1336	713	513	745	1010	695
ENSG00000176148	TCP11L1	955	602	336	649	789	475
ENSG00000176153	GPX2	0	1	0	0	0	0
ENSG00000176155	CCDC57	468	322	187	247	305	180
ENSG00000176160	HSF5	5	4	2	3	7	3
ENSG00000176165	FOXG1	0	1	0	0	1	1
ENSG00000176170	SPHK1	843	496	293	656	847	601
ENSG00000176171	BNIP3	5561	3857	2282	2828	4551	2387
ENSG00000176177	ENTHD1	16	12	6	14	16	12
ENSG00000176182	MYPOP	91	42	25	57	65	30
ENSG00000176183	CH17-12M21.1	0	0	0	0	0	0
ENSG00000176194	CIDEA	0	0	0	0	1	0
ENSG00000176198	OR11H4	0	0	0	1	0	4
ENSG00000176200	OR4D11	0	0	0	0	0	0
ENSG00000176204	LRRTM4	4	2	6	3	2	9
ENSG00000176208	ATAD5	3509	2307	1406	2016	2506	1500
ENSG00000176209	SMIM19	791	511	292	526	604	343
ENSG00000176219	OR11H6	0	0	0	0	0	1
ENSG00000176222	ZNF404	61	23	19	28	37	16
ENSG00000176225	RTTN	1893	1219	698	1214	1537	820
ENSG00000176230	OR4K17	0	1	0	0	0	1
ENSG00000176231	OR10H4	2	0	0	0	0	1
ENSG00000176232	RP5-1193P9.4	0	0	0	1	0	1
ENSG00000176236	C10orf111	6	0	5	3	3	4
ENSG00000176239	OR51B6	0	0	0	0	0	3
ENSG00000176243	CDV3P1	0	1	0	0	0	0
ENSG00000176244	ACBD7	125	80	56	49	51	39
ENSG00000176246	OR4L1	0	0	0	0	0	0
ENSG00000176248	ANAPC2	238	138	88	182	211	144
ENSG00000176253	OR4K13	0	0	0	2	0	0
ENSG00000176256	HMGB4	0	1	0	0	2	0
ENSG00000176261	ZBTB8OS	2238	1414	820	1317	1632	1149
ENSG00000176268	CYCSP34	8	12	5	7	12	4
ENSG00000176269	OR4F21	0	0	0	0	0	0
ENSG00000176273	SLC35G1	1205	767	475	677	940	604
ENSG00000176281	OR4K5	0	0	0	0	0	0
ENSG00000176289	IDSP1	0	0	0	0	0	0
ENSG00000176290	OR4K3	0	0	0	2	0	0
ENSG00000176293	ZNF135	0	3	0	2	0	0
ENSG00000176294	OR4N2	0	1	0	1	1	0
ENSG00000176299	OR4M1	2	0	0	0	0	3
ENSG00000176302	FOXR1	0	0	0	0	0	0
ENSG00000176312	OR4H12P	1	2	0	0	0	0
ENSG00000176318	FOXN3P1	0	0	0	0	0	1
ENSG00000176320	RP11-404O13.5	3	2	1	1	1	1
ENSG00000176340	COX8A	176	106	56	90	165	142
ENSG00000176343	RPL37AP8	2	7	0	0	4	11
ENSG00000176349	AC110781.3	1	0	0	0	0	1
ENSG00000176358	TAC4	0	1	0	0	0	1
ENSG00000176371	ZSCAN2	204	126	84	144	187	99
ENSG00000176378	PFN1P10	0	0	0	0	0	0
ENSG00000176381	PRR18	0	1	0	0	0	0
ENSG00000176383	B3GNT4	9	17	12	9	9	17
ENSG00000176386	CDC26	1484	812	552	903	904	811
ENSG00000176387	HSD11B2	5	4	2	3	5	3
ENSG00000176390	CRLF3	1388	847	529	961	1169	748
ENSG00000176393	RNPEP	3102	1736	1031	1528	2133	1389
ENSG00000176396	EID2	555	394	255	297	354	263
ENSG00000176399	DMRTA1	440	304	200	327	423	242
ENSG00000176401	EID2B	211	162	94	106	188	133
ENSG00000176402	GJC3	39	20	9	29	43	27
ENSG00000176406	RIMS2	438	310	158	137	177	156
ENSG00000176407	KCMF1	4459	2784	1769	2667	3442	2543
ENSG00000176410	DNAJC30	116	70	45	70	79	61
ENSG00000176422	SPRYD4	593	370	265	369	528	447
ENSG00000176428	VPS37D	18	20	8	23	23	9
ENSG00000176435	CLEC14A	0	0	0	1	0	1
ENSG00000176438	SYNE3	1252	786	498	907	1123	703
ENSG00000176444	CLK2	903	523	291	473	645	292
ENSG00000176454	LPCAT4	400	215	165	181	263	150
ENSG00000176463	SLCO3A1	490	352	170	266	295	174
ENSG00000176472	ZNF575	1	4	2	1	5	6
ENSG00000176473	WDR25	404	208	148	192	284	143
ENSG00000176476	SGF29	187	122	81	110	128	79
ENSG00000176485	PLA2G16	993	650	385	671	893	598
ENSG00000176490	DIRAS1	548	347	220	314	347	287
ENSG00000176495	OR5AN1	0	0	1	2	0	0
ENSG00000176510	OR10AC1	0	0	0	0	0	0
ENSG00000176515	RP5-856G1.2	0	1	1	0	2	3
ENSG00000176531	PHLDB3	76	67	43	60	101	71
ENSG00000176532	PRR15	9	2	4	2	8	3
ENSG00000176533	GNG7	73	40	29	42	48	28
ENSG00000176540	OR4C5	0	0	1	0	0	0
ENSG00000176542	USF3	2304	1597	898	1384	1784	997
ENSG00000176547	OR4C3	0	0	0	0	0	0
ENSG00000176555	OR4S1	0	2	0	0	0	0
ENSG00000176563	CNTD1	31	54	26	24	32	40
ENSG00000176566	DCAF4L2	8	9	1	8	7	2
ENSG00000176567	OR4X1	0	0	0	0	0	0
ENSG00000176571	CNBD1	10	6	6	9	10	13
ENSG00000176584	DMBT1P1	3	0	2	4	0	3
ENSG00000176593	CTD-2368P22.1	92	64	52	55	56	61
ENSG00000176595	KBTBD11	0	0	0	0	0	0
ENSG00000176597	B3GNT5	1820	1070	662	1217	1521	956
ENSG00000176601	MAP3K19	4	8	0	3	3	8
ENSG00000176605	C14orf177	0	0	0	1	2	2
ENSG00000176619	LMNB2	4011	2702	1702	2523	2938	2421
ENSG00000176623	RMDN1	3985	2601	1569	2688	3301	2112
ENSG00000176624	MEX3C	7494	4971	3098	4842	5799	3584
ENSG00000176635	HORMAD2	3	1	2	2	2	5
ENSG00000176641	RNF152	3	8	8	4	3	9
ENSG00000176654	NANOGP1	0	0	0	0	0	0
ENSG00000176658	MYO1D	297	162	101	146	201	112
ENSG00000176659	C20orf197	0	0	1	1	0	0
ENSG00000176678	FOXL1	0	0	0	0	1	0
ENSG00000176679	TGIF2LY	0	1	1	0	0	0
ENSG00000176681	LRRC37A	4	3	1	1	1	3
ENSG00000176692	FOXC2	0	0	0	0	0	0
ENSG00000176695	OR4F17	2	0	0	0	0	1
ENSG00000176697	BDNF	1904	1263	742	949	1320	818
ENSG00000176700	SCAND2P	406	304	170	232	399	200
ENSG00000176714	CCDC121	116	93	65	79	87	75
ENSG00000176715	ACSF3	953	610	346	536	710	457
ENSG00000176716	OR10AB1P	0	2	0	0	0	0
ENSG00000176720	BOK	251	203	77	149	182	117
ENSG00000176723	ZNF843	11	11	10	9	3	5
ENSG00000176728	TTTY14	173	84	78	93	136	68
ENSG00000176731	C8orf59	1513	857	605	736	1058	819
ENSG00000176732	PFN4	35	16	18	25	17	13
ENSG00000176742	OR51V1	1	0	0	0	0	1
ENSG00000176746	MAGEB6	31	12	11	36	29	41
ENSG00000176748	OR52Z1	0	0	0	0	0	1
ENSG00000176749	CDK5R1	255	156	84	152	202	104
ENSG00000176752	OR51A1P	0	0	0	0	0	0
ENSG00000176753	C15orf56	4	1	1	1	4	1
ENSG00000176754	LINC00303	0	0	0	1	0	2
ENSG00000176761	ZNF285B	0	0	0	3	0	3
ENSG00000176769	TCERG1L	0	0	0	2	0	2
ENSG00000176771	NCKAP5	2309	1541	931	1350	1593	945
ENSG00000176774	MAGEB18	2	2	0	5	8	3
ENSG00000176782	DEFB104A	0	0	0	0	0	0
ENSG00000176783	RUFY1	2492	1572	1025	1579	1853	1338
ENSG00000176787	OR52E2	0	0	0	0	0	1
ENSG00000176788	BASP1	12	7	8	5	8	9
ENSG00000176797	DEFB103A	0	0	0	0	0	0
ENSG00000176798	OR51L1	0	0	0	0	1	1
ENSG00000176809	LRRC37A3	156	108	42	65	113	56
ENSG00000176812	RP11-629O4.1	0	1	0	0	1	0
ENSG00000176826	FKBP9P1	297	209	108	174	201	157
ENSG00000176834	VSIG10	1975	1246	851	1290	1621	1156
ENSG00000176840	MIR7-3HG	1	1	0	0	0	0
ENSG00000176842	IRX5	202	110	86	94	124	69
ENSG00000176845	METRNL	43	24	18	31	33	24
ENSG00000176853	FAM91A1	14441	9185	5410	9815	12204	6835
ENSG00000176855	KRT18P28	1	2	0	2	0	1
ENSG00000176857	GJA1P1	0	2	0	0	0	1
ENSG00000176868	RP11-334J6.7	9	10	5	9	11	9
ENSG00000176871	WSB2	3896	2486	1404	2575	3395	2039
ENSG00000176882	RP11-432M24.4	0	0	0	0	0	0
ENSG00000176884	GRIN1	4	5	0	0	3	1
ENSG00000176887	SOX11	1	3	0	0	3	2
ENSG00000176890	TYMS	3956	2500	1394	2650	2892	1818
ENSG00000176893	OR51G2	0	1	0	0	0	0
ENSG00000176894	PXMP2	24	34	8	13	26	8
ENSG00000176895	OR51A7	0	0	0	1	0	1
ENSG00000176896	TCEANC	88	42	34	57	60	50
ENSG00000176900	OR51T1	0	0	0	0	1	0
ENSG00000176903	PNMA1	806	469	321	548	650	355
ENSG00000176904	OR51H1	1	0	0	0	0	1
ENSG00000176907	C8orf4	0	0	0	0	0	0
ENSG00000176909	MAMSTR	14	8	2	7	16	9
ENSG00000176912	TYMSOS	135	74	56	67	118	95
ENSG00000176915	ANKLE2	6638	4233	2659	4458	5895	3778
ENSG00000176919	C8G	2	6	1	2	4	1
ENSG00000176920	FUT2	0	2	1	1	0	0
ENSG00000176922	OR51S1	0	0	0	0	0	0
ENSG00000176923	OR7A15P	1	1	0	0	0	0
ENSG00000176925	OR51F2	0	0	0	0	0	0
ENSG00000176927	EFCAB5	73	46	25	48	60	36
ENSG00000176928	GCNT4	7	3	3	4	8	6
ENSG00000176933	TOB2P1	19	7	5	8	25	7
ENSG00000176945	MUC20	0	0	0	0	0	0
ENSG00000176946	THAP4	1119	664	376	613	753	480
ENSG00000176951	OR51N1P	0	0	0	0	0	0
ENSG00000176953	NFATC2IP	1433	924	587	951	1192	859
ENSG00000176956	LY6H	0	0	0	0	0	0
ENSG00000176970	RPL7L1P11	2	0	0	0	2	2
ENSG00000176971	FIBIN	1	0	0	0	3	0
ENSG00000176973	FAM89B	30	19	9	15	24	20
ENSG00000176974	SHMT1	4134	2413	1417	2513	3107	1859
ENSG00000176978	DPP7	937	596	363	492	689	513
ENSG00000176979	TRIM60	0	1	0	1	1	1
ENSG00000176984	AP000679.2	0	0	0	0	1	0
ENSG00000176986	SEC24C	4739	2950	1765	2652	3552	2559
ENSG00000176988	FMR1NB	0	0	0	0	0	0
ENSG00000176994	SMCR8	5389	3502	2115	3205	4210	2370
ENSG00000176998	HCG4	0	0	0	0	0	0
ENSG00000177000	MTHFR	492	307	181	325	422	255
ENSG00000177023	DEFB104B	0	0	0	0	0	0
ENSG00000177025	C19orf18	2	2	0	2	3	0
ENSG00000177030	DEAF1	757	482	259	392	559	420
ENSG00000177034	MTX3	4119	2690	1568	2750	3521	2107
ENSG00000177042	TMEM80	273	163	72	149	162	85
ENSG00000177045	SIX5	203	115	59	105	165	89
ENSG00000177047	IFNW1	0	0	0	0	0	1
ENSG00000177051	FBXO46	344	223	142	194	224	129
ENSG00000177054	ZDHHC13	1129	723	371	656	904	520
ENSG00000177058	SLC38A9	1158	731	415	791	999	635
ENSG00000177076	ACER2	62	43	22	49	56	30
ENSG00000177082	WDR73	1441	1023	561	910	1231	759
ENSG00000177084	POLE	3738	2261	1365	1971	2744	1622
ENSG00000177096	FAM109B	52	29	15	42	56	29
ENSG00000177098	SCN4B	0	0	1	0	0	1
ENSG00000177103	DSCAML1	2	2	1	0	1	1
ENSG00000177105	RHOG	166	107	68	120	135	59
ENSG00000177106	EPS8L2	15	25	11	26	31	23
ENSG00000177108	ZDHHC22	0	2	0	0	1	1
ENSG00000177112	MRVI1-AS1	0	0	1	3	0	0
ENSG00000177119	ANO6	7943	5166	3124	4824	6394	3911
ENSG00000177125	ZBTB34	1160	735	437	732	932	634
ENSG00000177133	LINC00982	0	0	1	1	0	0
ENSG00000177138	FAM9B	0	4	4	2	1	3
ENSG00000177143	CETN1	0	0	0	0	3	1
ENSG00000177144	NUDT4P1	0	0	0	0	0	0
ENSG00000177150	FAM210A	4008	2602	1382	2419	2939	1986
ENSG00000177151	OR2T35	0	0	0	0	0	0
ENSG00000177156	TALDO1	6140	3704	2338	3901	5367	3553
ENSG00000177169	ULK1	103	63	60	69	73	47
ENSG00000177173	NAP1L4P1	71	57	21	33	69	51
ENSG00000177174	OR14C36	0	0	0	0	0	0
ENSG00000177181	RIMKLA	79	56	35	32	28	8
ENSG00000177182	CLVS1	9	6	4	16	18	33
ENSG00000177186	OR2M7	0	1	0	0	0	0
ENSG00000177189	RPS6KA3	9393	6068	3837	6667	8634	4967
ENSG00000177191	B3GNT8	0	0	0	0	1	1
ENSG00000177192	PUS1	492	237	140	229	291	192
ENSG00000177197	PCNPP5	8	13	10	8	17	31
ENSG00000177200	CHD9	9666	6560	3709	6469	7583	4651
