id	sym	NKX2_positive_1	NKX2_positive_2	NKX2_positive_3	NKX2_negative_1	NKX2_negative_2	NKX2_negative_3
ENSMUSG00000028467	Gba2	293	160	170	156	110	34
ENSMUSG00000028468	Rgp1	494	300	232	385	408	85
ENSMUSG00000028469	Npr2	564.63	409.23	415.29	55	68.92	11.09
ENSMUSG00000028470	Hint2	333	368	348	287	388	54
ENSMUSG00000028475	5430416O09Rik	161.59	294.62	186.01	66.44	60.59	20.33
ENSMUSG00000028476	Reck	103	96.99	88	11	6	7
ENSMUSG00000028478	Clta	3078	1639.01	1937.85	2710	2856	514
ENSMUSG00000028479	Gne	1351.05	1561.54	1067.5	921.01	1015.8	194
ENSMUSG00000028480	Glipr2	559.63	144.69	217.01	179.01	146.05	42
ENSMUSG00000028483	Snapc3	336	350.07	402	232	223	34
ENSMUSG00000028484	Psip1	869	567.98	906.23	378.06	319	61
ENSMUSG00000028487	Bnc2	15.24	35.14	23.69	14.16	22.08	9.71
ENSMUSG00000028488	Sh3gl2	13.31	18.76	22.34	178.05	186.53	53.55
ENSMUSG00000028492	Saxo1	0	0	1	0	0	1
ENSMUSG00000028494	Plin2	11912.46	3776.82	2437.87	2107.72	1279	279
ENSMUSG00000028495	Rps6	14784.37	12561.77	17004.64	18484.96	15068.21	3071.79
ENSMUSG00000028496	Mllt3	739	908.25	884.53	1849.95	1729.98	319
ENSMUSG00000028497	Hacd4	359	22	13	130	77	23
ENSMUSG00000028514	Usp24	2585.04	2091.36	2141.09	2071.12	1831	345
ENSMUSG00000028517	Plpp3	537.84	103	126	460.81	596.52	108
ENSMUSG00000028518	Prkaa2	621.99	875	691	510	489	119
ENSMUSG00000028519	Dab1	2	1	0	5	7	11
ENSMUSG00000028520	4921539E11Rik	0	0	0	0	0	2
ENSMUSG00000028521	Slc35d1	265	167.08	164.94	394.51	477.31	100.79
ENSMUSG00000028522	Mier1	1539.84	1451.3	1455.41	1547.1	1397.3	339.66
ENSMUSG00000028523	Tctex1d1	0	0	0	0	0	0
ENSMUSG00000028524	Sgip1	96.54	121.98	146.71	82.89	108.23	49.68
ENSMUSG00000028525	Pde4b	1657	356.99	151	257	65	25
ENSMUSG00000028527	Ak4	42.06	76	35.93	44	17.92	3
ENSMUSG00000028528	Dnajc6	9	0	1	0	0	0
ENSMUSG00000028530	Jak1	4106.73	2423.46	2560.12	3136	3104	573.04
ENSMUSG00000028532	Cachd1	477.52	445.56	409.92	292.66	278.64	55.42
ENSMUSG00000028533	Izumo3	0	0	0	0	0	0
ENSMUSG00000028536	2610528J11Rik	184	117	181	365	454	57
ENSMUSG00000028538	St3gal3	335	222	222	128	172	40
ENSMUSG00000028539	Artn	68	28	39	20	26	9
ENSMUSG00000028540	Dph2	100	66	60	137	97	18
ENSMUSG00000028541	B4galt2	82.37	59.45	43.75	5.97	21	3
ENSMUSG00000028542	Slc6a9	1111	652.15	756.33	861.94	1176.97	144
ENSMUSG00000028544	Slc5a9	3	0	2	91	62	16
ENSMUSG00000028545	Bend5	7	17	20	4	1	2
ENSMUSG00000028546	Elavl4	0	0	2	2	0	0
ENSMUSG00000028549	Itgb3bp	178.55	163.39	184.2	67.01	36.85	18.31
ENSMUSG00000028550	Atg4c	304.82	175.02	155.89	189.76	176.6	28.49
ENSMUSG00000028551	Cdkn2c	200	137	258	114	113	19
ENSMUSG00000028552	Eps15	1601.61	1290.64	1334.3	1413.06	1455.01	279.22
ENSMUSG00000028553	Angptl3	6	0	0	2	0	1
ENSMUSG00000028555	Ttc39a	587.96	413.96	407	1500.69	1496.91	235.15
ENSMUSG00000028556	Dock7	2060.16	1747.39	1859.77	2806.93	2465.38	554.35
ENSMUSG00000028557	Rnf11	2926.03	2680.26	2071.03	2412.63	2462.78	395.1
ENSMUSG00000028558	Calr4	0	0	0	1	1	1
ENSMUSG00000028559	Osbpl9	5534.52	5299.58	5162.75	2156.72	1938.81	398.1
ENSMUSG00000028560	Usp1	891	682	864	519.33	529	104.33
ENSMUSG00000028563	Tm2d1	346	311	367.58	359.12	355	74
ENSMUSG00000028565	Nfia	918.75	781.33	656.43	453.29	414.57	104.99
ENSMUSG00000028567	Txndc12	972	702	864	640.46	593	146
ENSMUSG00000028568	Btf3l4	1261.05	1279.98	1393	941.43	1075	201
ENSMUSG00000028571	Cyp2j13	13.54	13.43	17.73	13.07	6.95	23.56
ENSMUSG00000028572	Hook1	1850	2267	2742.76	1781.17	1775.24	314
ENSMUSG00000028573	Fggy	83	103	85.95	213.94	204	35
ENSMUSG00000028575	Eqtn	4	9	3	1	4	0
ENSMUSG00000028576	Ift74	301	250	368	145	133	25
ENSMUSG00000028577	Plaa	1495	1313	1497	1045	988.12	207.92
ENSMUSG00000028578	Caap1	280	276.96	345	267	254	50
ENSMUSG00000028580	Pum1	1927	1129	1165.08	1680.97	1542.11	308
ENSMUSG00000028581	Laptm5	4430.54	81	43	305	17	32
ENSMUSG00000028582	Cc2d1b	1046	512.6	494	692	728	125
ENSMUSG00000028583	Pdpn	1005.89	511.08	829.04	306.09	203.46	37.55
ENSMUSG00000028584	Lrrc38	0	0	1	0	0	0
ENSMUSG00000028587	Orc1	52	20	41	24	14	2
ENSMUSG00000028589	1700012P22Rik	0	0	0	0	0	0
ENSMUSG00000028590	Pramef12os	2	0	0	1	1	0.99
ENSMUSG00000028591	Pramef12	0	0	0	3	0	0
ENSMUSG00000028593	9430007A20Rik	0	0	0	0	0	0
ENSMUSG00000028597	Gpx7	54	52	114	41	60	15
ENSMUSG00000028599	Tnfrsf1b	1714.75	308	398.11	845.15	759.25	145.02
ENSMUSG00000028600	Podn	27	18.08	15.37	2	2	1.07
ENSMUSG00000028601	Echdc2	463	588.02	566.17	576.22	1103.29	108
ENSMUSG00000028602	Tnfrsf8	8	1	0	102	175.11	27.72
ENSMUSG00000028603	Scp2	7586.31	12610.77	11058.55	4785.63	5103.01	1016.11
ENSMUSG00000028607	Cpt2	382	272	251	601	609	112
ENSMUSG00000028608	0610037L13Rik	350.98	356	451	319	356	59
ENSMUSG00000028609	Magoh	566	516.96	743	415	500	99
ENSMUSG00000028610	Dmrtb1	0	0	0	0	0	0
ENSMUSG00000028612	Lrp8os1	0	0	0	0	0	0
ENSMUSG00000028613	Lrp8	160.66	21.68	21.8	77.93	55.95	10.33
ENSMUSG00000028614	Ndc1	275.11	128	244	194	171	42
ENSMUSG00000028617	Lrrc42	276	227	246	165	213	40
ENSMUSG00000028618	Tmem59	3976	3777	4252.97	4145.08	4535.98	687.96
ENSMUSG00000028619	Tceanc2	184.3	222.12	184.44	223.74	280.64	58.21
ENSMUSG00000028621	Cyb5rl	166.71	110.87	116.48	127.57	117	23.73
ENSMUSG00000028622	Mrpl37	390	232	263	355	341	65
ENSMUSG00000028626	Col9a2	3	0	0	0	0	0
ENSMUSG00000028629	Exo5	91	87	88	115	128	22
ENSMUSG00000028630	Dyrk2	373	313	317	774	919	175
ENSMUSG00000028631	Kcnq4	25	5	2	11	13	1
ENSMUSG00000028633	Ctps	1924.62	1849.18	1820.24	910.07	602.97	95.03
ENSMUSG00000028634	Hivep3	129.02	86.45	69.07	189.85	260.41	31.01
ENSMUSG00000028635	Edn2	18	18	12	68	61	8
ENSMUSG00000028636	Ppcs	158	148	183	135.99	135	29
ENSMUSG00000028637	Ccdc30	102.93	90.78	124.58	52.26	49.67	41.04
ENSMUSG00000028639	Ybx1	7037.08	3164.97	4533.28	12593.92	13529.68	2242.91
ENSMUSG00000028640	Tfap2c	0	0	0	0	0	0
ENSMUSG00000028641	P3h1	209	96	105	43	43	4
ENSMUSG00000028642	4930538K18Rik	0	1.15	0	0	0	0
ENSMUSG00000028643	Svbp	137	79	62	134	180	22
ENSMUSG00000028644	Ermap	16.5	15.06	9.03	9.16	11.39	13.39
ENSMUSG00000028645	Slc2a1	1021.96	332	384	1371.8	2124.99	166
ENSMUSG00000028646	Rragc	2205	922	903.01	795.55	702.99	141
ENSMUSG00000028647	Mycbp	349	368	485	295	338	69
ENSMUSG00000028648	Ndufs5	348.74	303.51	405.72	251.26	348.85	38.95
ENSMUSG00000028649	Macf1	12653.78	6847.75	7612.94	5118.37	4152.55	856
ENSMUSG00000028651	Ppie	176.56	144	165	310.02	329	54
ENSMUSG00000028653	Trit1	188	176	165	196	177	28
ENSMUSG00000028654	Mycl	29	24	5	80	70	15
ENSMUSG00000028655	Mfsd2a	267	900.01	123	99	80	13
ENSMUSG00000028656	Cap1	6708.81	1636.5	1670	4098.45	3961.83	781.96
ENSMUSG00000028657	Ppt1	2940.05	690.18	755.02	1309	936.01	251
ENSMUSG00000028661	Epha8	0	0	0	0	0	0
ENSMUSG00000028664	Ephb2	169.66	58.35	38.15	1193	1241.13	172.82
ENSMUSG00000028668	Tceb3	2274	1455	1621.98	1566	1559	294
ENSMUSG00000028669	Pithd1	559	340	355	379	412.92	74
ENSMUSG00000028670	Lypla2	810	391	418	620	740	122
ENSMUSG00000028671	Gale	324	210	346	895.95	1111	146
ENSMUSG00000028672	Hmgcl	657	332.2	391.47	1047.64	731.14	159
ENSMUSG00000028673	Fuca1	3255.1	1623.74	1707	3384.9	3574.76	590.59
ENSMUSG00000028675	Pnrc2	1121	1303.41	1363.95	1460.33	1639	305.71
ENSMUSG00000028676	Srsf10	1871.09	2076.08	2556.55	1610.99	1296.46	299
ENSMUSG00000028677	Rnf220	694.99	478	369	524.99	598.03	96.87
ENSMUSG00000028678	Kif2c	88.76	33.99	81.26	89.09	56.97	22.07
ENSMUSG00000028680	Plk3	1226.78	255	258	4458.09	5319.72	761.2
ENSMUSG00000028681	Ptch2	1	3	1	0	0	0
ENSMUSG00000028683	Eif2b3	259	209.1	208	147	188.21	39
ENSMUSG00000028684	Urod	704.14	713.8	696.65	473.77	519.12	98
ENSMUSG00000028687	Mutyh	18	11	23	8	20	2
ENSMUSG00000028688	Toe1	322	264	282	225	218	45
ENSMUSG00000028689	Ccdc163	83.28	40.36	60.92	67.69	77.69	4.21
ENSMUSG00000028690	Mmachc	112.28	107.25	102.37	178.59	156.07	31.62
ENSMUSG00000028691	Prdx1	11184.21	7307.8	10315.47	15783.03	18681.91	2426.83
ENSMUSG00000028692	Akr1a1	8832.22	4525.87	5296.01	6647.8	7526.98	1170.38
ENSMUSG00000028693	Nasp	1043.6	894.2	1149.79	792.78	662.07	129.68
ENSMUSG00000028696	Ipp	142	135	151.06	147	156	26
ENSMUSG00000028698	Pik3r3	999	784.93	1458.99	691	458	106
ENSMUSG00000028699	Tspan1	1677.01	1133.91	1525	5413.42	6244	985
ENSMUSG00000028700	Pomgnt1	1032.17	582.14	806	574	658	76
ENSMUSG00000028701	Lurap1	192.71	222.34	183.85	64.4	71.92	20
ENSMUSG00000028702	Rad54l	63.52	45.51	92.27	27.86	29.1	9.77
ENSMUSG00000028703	Lrrc41	997.65	568.03	602.2	633.49	573.48	104
ENSMUSG00000028706	Nsun4	695	623.17	629.03	203.92	223.64	46.01
ENSMUSG00000028707	Dmbx1	0	0	0	0	0	5
ENSMUSG00000028708	Mknk1	502	294	377	223	157	29.67
ENSMUSG00000028709	Mob3c	408.72	270.06	349.4	271.35	227.81	49.74
ENSMUSG00000028710	Atpaf1	188.1	222.44	156.9	179.06	162.89	23.66
ENSMUSG00000028712	Cyp4a31	0	0	0	0	7.05	0
ENSMUSG00000028713	Cyp4b1	986.85	828	423	1301.58	976	217
ENSMUSG00000028715	Cyp4a14	8	0	0	1	0	1
ENSMUSG00000028716	Pdzk1ip1	312	527	581	3627.03	4134.97	806
ENSMUSG00000028717	Tal1	35	3	2	7	1	1
ENSMUSG00000028718	Stil	68	10.11	45	21.31	23	10
ENSMUSG00000028719	Cmpk1	2426.77	1553.67	1644.46	3195.41	3756.7	523.56
ENSMUSG00000028729	Ebna1bp2	822.87	613.87	760.18	816.46	783.47	142
ENSMUSG00000028730	Cfap57	41.89	4	16	2	0	2
ENSMUSG00000028736	Pax7	0	0	0	0	0	0
ENSMUSG00000028737	Aldh4a1	658.35	430.5	525	458.28	509.47	87.41
ENSMUSG00000028738	Tas1r2	0	2.97	0	2.2	1.34	0
ENSMUSG00000028741	Mrto4	486.21	211.6	283.03	241	258.04	35
ENSMUSG00000028743	Akr7a5	347	265.17	265	483	512	70
ENSMUSG00000028744	Pqlc2	187.18	125	122.46	110	95	23
ENSMUSG00000028745	Capzb	2798.15	1150	1223.96	1991	2134	373
ENSMUSG00000028747	Htr6	0	2	0	1	0	0
ENSMUSG00000028749	Pla2g2f	0	7	0	1	0	0
ENSMUSG00000028750	Pla2g2c	4	5	8	0	3	2
ENSMUSG00000028751	Pla2g2e	0	0	0	1	0	0
ENSMUSG00000028753	Vwa5b1	0	0	0	0	0	1
ENSMUSG00000028755	Cda	76	20	10	182	149	19
ENSMUSG00000028756	Pink1	1908	1608.64	1122	1429	1699	285
ENSMUSG00000028757	Ddost	3921.74	2443	3289.54	3154.92	3021.08	545.08
ENSMUSG00000028758	Kif17	10.99	6	9.05	2.01	1	3
ENSMUSG00000028759	Hp1bp3	4642.06	4365.23	4207.62	2530.34	2328.34	520.38
ENSMUSG00000028760	Eif4g3	1533	1052.73	814.29	876	838.98	162.98
ENSMUSG00000028763	Hspg2	2513	424	489	168	108	38
ENSMUSG00000028766	Alpl	133.08	67	130	62	52	12
ENSMUSG00000028771	Ptpn12	2536.51	930.24	883.34	879.4	580.16	150
ENSMUSG00000028772	Zcchc17	412.29	363.75	437.79	500.41	397.57	76.38
ENSMUSG00000028773	Fabp3	12	9	0	4	4	0
ENSMUSG00000028776	Tinagl1	1084	512	489.99	1286	1390	200
ENSMUSG00000028777	Gnat3	0	0	5	25	51	8
ENSMUSG00000028778	Hcrtr1	0	0	0	0	1	0
ENSMUSG00000028779	Pef1	693	544	548	664	698	115
ENSMUSG00000028780	Sema3c	3143.46	2351.05	1853.05	3978.61	4417.99	1033.72
ENSMUSG00000028782	Adgrb2	2	0	1	0	1	0
ENSMUSG00000028784	Spocd1	0	0	0	0	1	0
ENSMUSG00000028785	Hpca	6.8	11.77	5.74	10.5	11.46	2.81
ENSMUSG00000028786	Tmem54	94	101	125	1890.77	2396	292
ENSMUSG00000028788	Ptp4a2	7060.77	5338.63	5901.28	8854.74	9081.03	1480.65
ENSMUSG00000028789	Azin2	738.39	845.25	733.52	131.8	137.63	38
ENSMUSG00000028790	Khdrbs1	1657.08	732.07	954.56	924.06	1102.58	195.32
ENSMUSG00000028792	Ak2	913	502	666	597.87	602.1	109
ENSMUSG00000028793	Rnf19b	2442.07	891	1077	1161	1101.98	188
ENSMUSG00000028794	A3galt2	35.01	28	27	18	25	5
ENSMUSG00000028795	Ccdc28b	86.02	59.95	77	67.9	80	20
ENSMUSG00000028796	Phc2	1705	808	783	1259.28	1381	240.88
ENSMUSG00000028797	Tmem234	1384.95	1161.11	1151.61	1542.02	1681.57	303.83
ENSMUSG00000028798	Eif3i	1879.71	1798.4	1992.03	2249.84	2335.95	378.97
ENSMUSG00000028799	Zfp362	176	95	63	62	59	22
ENSMUSG00000028800	Hdac1	541.06	346.56	446.01	568.14	880	99.6
ENSMUSG00000028801	Stpg1	1	0	2	4	3	0
ENSMUSG00000028803	Nipal3	697.04	353.86	385.55	822.24	930.17	145.13
ENSMUSG00000028804	Csmd2	5.31	11.74	7.95	1.84	2.27	10.9
ENSMUSG00000028807	Zbtb8a	131.22	143.48	144.26	207.43	262.23	46.96
ENSMUSG00000028809	Srrm1	928.19	877.01	797	993.4	1042.03	200.67
ENSMUSG00000028811	Yars	689.98	482.16	591.07	532.84	418.17	114.85
ENSMUSG00000028813	CK137956	0.09	1.06	1.04	2.05	1.23	0
ENSMUSG00000028820	Sfpq	3543.69	2812.42	2933.82	3283.87	2740.13	561.21
ENSMUSG00000028821	Syf2	1458.05	1399	1451	1126	1286.99	227
ENSMUSG00000028822	Tmem50a	1396.31	1060.31	1090.47	876.54	1074.69	197.32
ENSMUSG00000028825	Rhd	1	0	0	0	0	3
ENSMUSG00000028826	Tmem57	1494.5	1411.17	1486	1074.8	930.77	204
ENSMUSG00000028830	AU040320	1433.22	688	838.98	1321	1414	241
ENSMUSG00000028832	Stmn1	1188.3	413.44	1125.92	446.43	565.09	84.95
ENSMUSG00000028833	Ncdn	399	141	160	330	342.8	58
ENSMUSG00000028834	Trim63	0	2.06	1.96	0.95	1.78	1.86
ENSMUSG00000028836	Slc30a2	6	7	6	4	1	3
ENSMUSG00000028837	Psmb2	1153	932	1133.99	922.83	1019.98	149
ENSMUSG00000028838	Extl1	87.59	84.87	76.33	70.81	69.21	87.03
ENSMUSG00000028840	Zfp593	120	58	95.05	125	118	15
ENSMUSG00000028841	Cnksr1	336	176	185.56	623.14	591.42	108
ENSMUSG00000028842	Ago3	645.05	703.46	651.98	521.23	430.68	99.14
ENSMUSG00000028843	Sh3bgrl3	1189	396	418	2671.02	5428.16	402
ENSMUSG00000028845	Tekt2	12	2	4	0	0	1
ENSMUSG00000028847	Trappc3	823	583	628.26	715.02	832	117
ENSMUSG00000028848	Gpn2	200	118	150	130.02	134	17
ENSMUSG00000028849	Map7d1	1416	243.76	385	1056.74	865	170.99
ENSMUSG00000028850	Gpatch3	76	51	38	55.07	46	14
ENSMUSG00000028851	Nudc	1039.01	577	779	1011.12	810	155
ENSMUSG00000028854	Slc9a1	489.72	256.15	244.97	336.59	356	89
ENSMUSG00000028857	Tmem222	437	281.99	296.08	267	362	51
ENSMUSG00000028859	Csf3r	405.6	22.34	19.85	69.88	4.52	22.54
ENSMUSG00000028860	Sytl1	242	219.7	228.25	262.55	326	55
ENSMUSG00000028861	Mrps15	349	315	326	285	323	43
ENSMUSG00000028862	Map3k6	71.82	28	9	35	93.14	18
ENSMUSG00000028863	Meaf6	245.31	153.32	149.65	204.3	201.41	38.47
ENSMUSG00000028864	Hgf	182.81	18	15	24	4	9
ENSMUSG00000028865	Cd164l2	98	131	78	23	20	8
ENSMUSG00000028868	Wasf2	1244.96	531	502	1220	1398.74	258
ENSMUSG00000028869	Gnl2	982	826	858	692.93	729	148
ENSMUSG00000028871	Rspo1	4	3	3	1	0	0
ENSMUSG00000028873	Cdca8	58.01	6.02	30	54.93	40	16
ENSMUSG00000028874	Fgr	931.38	23	21	44	12	10
ENSMUSG00000028876	Epha10	0	6.34	0	2.19	0.93	3.08
ENSMUSG00000028878	Fam76a	846	650.1	543	386	441	104
ENSMUSG00000028879	Stx12	1920	2387.21	2093	1612	1761.97	299
ENSMUSG00000028882	Ppp1r8	554	354.02	446	326.17	336.01	73
ENSMUSG00000028883	Sema3a	1686.6	960.82	1398.11	75.66	50.68	14.92
ENSMUSG00000028884	Rpa2	218	134.33	212	155.05	170.39	27.05
ENSMUSG00000028885	Smpdl3b	146	336	44	424	531	68
ENSMUSG00000028886	Eya3	652.5	447	496.02	563	482	123
ENSMUSG00000028889	Yrdc	592	312	355	458	309	54
ENSMUSG00000028890	Mtf1	377.64	183	264	300	211	41.76
ENSMUSG00000028893	Sesn2	1274.35	869.48	527	387	349.66	53
ENSMUSG00000028894	Inpp5b	2117	2240	1908	655	639	154
ENSMUSG00000028896	Rcc1	312.74	103.99	198.68	386.83	275	49
ENSMUSG00000028898	Trnau1ap	369	286	353	222	268.8	48
ENSMUSG00000028899	Taf12	352.29	278.54	349.65	321.01	298.35	55.32
ENSMUSG00000028901	Gmeb1	370.08	303.77	287.51	287.91	280.95	67.68
ENSMUSG00000028902	Sf3a3	587.53	336.49	440.97	649.03	616.35	127.75
ENSMUSG00000028906	Epb41	1967.88	1723.99	1589	1665	1682.54	270.43
ENSMUSG00000028907	Utp11l	421.33	352.01	408.9	382.72	410.09	79.91
ENSMUSG00000028909	Ptpru	168	123	99	97	81	30
ENSMUSG00000028910	Mecr	229	108.62	167	174.21	169	27
ENSMUSG00000028911	Srsf4	433.09	327	310	408	364	64
ENSMUSG00000028914	Casp9	576.99	264.01	287	335.01	402	80
ENSMUSG00000028917	Plekhm2	1079.49	276	239.03	338	316	57
ENSMUSG00000028919	Arhgef19	175	97	134	54	66	14
ENSMUSG00000028920	Fbxo42	672.09	273	253.19	447	351.02	72
ENSMUSG00000028923	Necap2	1430	733.91	800.03	917	999	170
ENSMUSG00000028926	Cdk14	1381.41	949.48	1438.19	677	660.15	418.02
ENSMUSG00000028927	Padi2	223.88	75.2	49.33	133.41	42.17	11.7
ENSMUSG00000028931	Kcnab2	253.44	6	12	14	6	2
ENSMUSG00000028932	Psmc2	1380.85	1480.84	1606.76	1238.04	1295.27	816.7
ENSMUSG00000028933	Xrcc2	55.07	44.99	64.14	20.03	44.29	13.78
ENSMUSG00000028936	Rpl22	3627	3332.96	4245.59	4985.23	4662	763
ENSMUSG00000028937	Acot7	2168	2249.26	2510	657	714	130
ENSMUSG00000028938	Galntl5	0	0	0	0	0	0
ENSMUSG00000028940	Hes2	2	5.31	13.16	0	4.91	0
ENSMUSG00000028943	Espn	32	6	7	42	59	15
ENSMUSG00000028944	Prkag2	475.3	396.02	476	238.52	271	52
ENSMUSG00000028945	Rheb	1281.55	1054.33	1103.45	1490.53	1462.15	243.08
ENSMUSG00000028946	Hes3	0	0	0	0	0	0
ENSMUSG00000028948	Nol9	575	229.71	308.16	402.32	280.37	62.13
ENSMUSG00000028949	Smarcd3	120	70	87	351	396	59
ENSMUSG00000028950	Tas1r1	3.53	3.6	4.36	3.94	2.86	3.31
ENSMUSG00000028952	Zbtb48	210	150.15	140	132	136.93	27
ENSMUSG00000028953	Abcf2	1431	883	968	863.18	831.99	153
ENSMUSG00000028954	Nub1	1683	1264.18	1220.09	1180.13	1245.12	243
ENSMUSG00000028955	Vamp3	1459.83	1018.31	1278.55	1172.52	1150.65	190.25
ENSMUSG00000028957	Per3	695.17	1282.5	682.57	165.41	147.64	33.86
ENSMUSG00000028958	Tmub1	119	59	92	124	125	19
ENSMUSG00000028959	Fastk	540	227	261.41	347	399	62
ENSMUSG00000028960	Ube4b	892.15	606.13	572	651	601.1	125
ENSMUSG00000028961	Pgd	2295.2	1240.28	1224.42	2385.34	2400.01	355.03
ENSMUSG00000028962	Slc4a2	1881.55	823.48	966.2	1747.83	1714.55	267.08
ENSMUSG00000028963	Uts2	0	0	0	86	146.88	7
ENSMUSG00000028964	Park7	1209.35	863.94	953.1	1280.08	1319.15	256.24
ENSMUSG00000028965	Tnfrsf9	193.99	67.13	125.15	126.4	110.65	14.92
ENSMUSG00000028967	Errfi1	18960.5	17818.27	19231.05	13824.09	15667.31	2490.17
ENSMUSG00000028969	Cdk5	332	267	327	366.43	356	67
ENSMUSG00000028970	Abcb1b	194.62	121.86	79.78	495.35	366.99	176.38
ENSMUSG00000028971	Cort	1	0	1	0	0	0
ENSMUSG00000028972	Car6	1	0	0	1	0	1
ENSMUSG00000028973	Abcb8	497	297	356.33	658.79	728	102
ENSMUSG00000028974	Dffa	280.33	178.01	195.46	282.14	198.49	42.66
ENSMUSG00000028975	Pex14	666.01	309	301.98	432	462	74
ENSMUSG00000028976	Slc2a5	8	2	0	3	4	0
ENSMUSG00000028977	Casz1	896.69	343.39	282.72	782.34	684.03	140.72
ENSMUSG00000028978	Nos3	38	2	6	10	0	0
ENSMUSG00000028979	Masp2	9	6	19.73	2	0	1
ENSMUSG00000028980	H6pd	4181.31	3790.1	3312	3089.85	2941.01	448
ENSMUSG00000028982	Slc25a33	155	102.19	97	193	255	35
ENSMUSG00000028986	Klhl7	548	783.68	830.47	373.65	351.96	60.97
ENSMUSG00000028988	Ctnnbip1	220	79	102	92	90	19
ENSMUSG00000028989	Angptl7	52.13	6.51	10.68	6.82	7.15	9.9
ENSMUSG00000028990	Lzic	241	161	179	186	178	32
ENSMUSG00000028991	Mtor	1373.13	823	758.01	775	729	149
ENSMUSG00000028992	Nmnat1	121.27	139.16	171.06	127.56	95.1	33.8
ENSMUSG00000028995	Fam126a	525.21	563.81	287.18	190.47	110.28	32.22
ENSMUSG00000028996	Rbp7	5	4.19	1.01	6.02	17.38	2
ENSMUSG00000028998	Tomm7	754.02	680.09	981.11	893	993	134
ENSMUSG00000028999	Rint1	738.42	822.07	997.7	536.68	459.97	83.86
ENSMUSG00000029001	Fbxo44	113.7	131.49	93	90.95	97.01	18
ENSMUSG00000029003	Mad2l2	248	167	155	159	192	38
ENSMUSG00000029004	Kmt2e	2187.32	2332.17	1780.42	1188.57	1096.87	293.14
ENSMUSG00000029005	Draxin	5.78	8.46	3.53	4.34	0	1.8
ENSMUSG00000029007	Agtrap	786.25	418.84	462.43	451.23	449.34	78.38
ENSMUSG00000029009	Mthfr	616	296	259	252	230	36
ENSMUSG00000029012	Orc5	243.98	375.94	384.64	308.01	271.47	83.61
ENSMUSG00000029014	Dnajc2	702.08	484.28	549.97	635.03	600	120.63
ENSMUSG00000029015	Slc26a5	0	0	0	0	0	2
ENSMUSG00000029016	Clcn6	313	174	162	80	74	16
ENSMUSG00000029017	Pmpcb	1072.72	943.78	1076.89	922	1075.23	210
ENSMUSG00000029019	Nppb	1	2	1	0	0	0
ENSMUSG00000029020	Mfn2	740	335	398.22	1119	1218.6	217.22
ENSMUSG00000029022	Miip	199	143.62	102	135.03	153.79	37
ENSMUSG00000029026	Trp73	15	0	3	2	1	0
ENSMUSG00000029027	Dffb	108.69	70.08	57.36	44.17	49.06	6.18
ENSMUSG00000029028	Lrrc47	427	185.28	156	312	270	56
ENSMUSG00000029029	Wrap73	181.01	97	116	119	141	19
ENSMUSG00000029030	Tprgl	1419	954.93	895.05	1148	1221.06	231
ENSMUSG00000029032	Arhgef16	652.01	392	422	1327	1469	237
ENSMUSG00000029033	Acap3	321	124	139	198.14	188	41
ENSMUSG00000029034	Cpsf3l	555	305.95	306.01	417	407.42	75
ENSMUSG00000029036	Atad3a	591.99	281	282	649.9	590	106
ENSMUSG00000029038	Ssu72	1140.96	960.97	947.47	969.03	1139.99	218.09
ENSMUSG00000029044	4930584F24Rik	0	0	0	0	0	0
ENSMUSG00000029047	Pex10	110	98.55	101.21	62.74	56	10
ENSMUSG00000029048	Rer1	2043.19	1994.38	2169	2239	2673.96	371
ENSMUSG00000029049	Morn1	84.79	31.03	38.43	42.23	27.95	10.14
ENSMUSG00000029050	Ski	2077.12	573	524	1274.94	1167.04	232
ENSMUSG00000029053	Prkcz	783.04	606.55	658	657.2	762.06	134
ENSMUSG00000029054	Gabrd	1	1	0	0	5	0
ENSMUSG00000029055	Plch2	214.99	103.13	89	212.99	216.6	50
ENSMUSG00000029056	Pank4	399.97	254	297	323	328	63
ENSMUSG00000029059	Fam213b	26	33	40	77	80	9
ENSMUSG00000029060	Mib2	475.01	188	203	435	426.54	85
ENSMUSG00000029061	Mmp23	18	4	6	668	878.99	182.32
ENSMUSG00000029062	Cdk11b	542	386	379	947.02	739.04	171.03
ENSMUSG00000029063	Nadk	3366	2913.17	2825.83	4236.52	5067	663
ENSMUSG00000029064	Gnb1	5101.27	3175.1	3746.73	4330.56	4039.91	739
ENSMUSG00000029066	Mrpl20	487.77	494.64	544.58	363.74	337.25	64
ENSMUSG00000029068	Ccnl2	2546.96	2660.86	2410	2745.8	2411.03	481.01
ENSMUSG00000029070	Mxra8	564.08	225	170.78	79.11	41.12	17
ENSMUSG00000029071	Dvl1	1729	799	771	1232	1183.81	199
ENSMUSG00000029072	Tas1r3	20	24.07	31.01	14.17	18.02	5.02
ENSMUSG00000029073	Cptp	362.99	284	400	384	302	52
ENSMUSG00000029074	Ttll10	69	72	77	182	178	59
ENSMUSG00000029075	Tnfrsf4	33	8	17	5	3	3
ENSMUSG00000029076	Sdf4	3360.03	2784.68	2858.43	3129.36	3486.68	577.01
ENSMUSG00000029082	Bst1	1542.4	93.64	60.26	200.33	113.16	28.25
ENSMUSG00000029084	Cd38	530.92	264.46	825.8	1470.64	1465.44	288.53
